DNS Name,Computer Name,Domain,Last Detected Time,Last Detected IP Address,Last Detected MAC Address,Last Detected Organization Name,OS Platform,Managed
131.55.26.60,,,9/20/20 9:34:19 AM EDT,131.55.26.60,9C:7B:EF:AE:7A:AB,Hewlett Packard,Unknown,No
131.55.26.60,,,9/22/20 11:28:42 PM EDT,131.55.26.60,9C:3B:6F:AE:7A:A9,,Unknown,No
131.55.26.60,,,9/3/20 1:01:47 PM EDT,131.55.26.60,9C:F9:EF:FF:7A:A9,,Unknown,No
131.55.26.60,,,9/10/20 7:27:33 PM EDT,131.55.26.60,9C:92:6F:EC:7A:A9,,Unknown,No
131.55.26.64,,,9/19/20 7:32:10 AM EDT,131.55.26.64,98:E3:F4:BD:50:FF,,Unknown,No
131.55.26.64,,,9/27/20 1:28:07 AM EDT,131.55.26.64,98:2F:74:DF:50:FF,,Unknown,No
131.55.26.64,,,9/13/20 7:57:15 AM EDT,131.55.26.64,61:67:AC:BD:50:FF,,Unknown,No
131.55.26.64,,,9/12/20 5:27:55 AM EDT,131.55.26.64,98:E7:80:39:50:FF,,Unknown,No
131.55.26.65,,,9/25/20 7:29:38 PM EDT,131.55.26.65,58:67:B2:BD:51:0E,,Unknown,No
131.55.26.65,,,9/11/20 11:30:46 AM EDT,131.55.26.65,98:E7:F4:59:D1:4F,Hewlett Packard,Unknown,No
131.55.33.202,,,9/3/20 10:21:27 AM EDT,131.55.33.202,00:0F:E5:09:FA:28,MERCURY SECURITY CORPORATION,Unknown,No
131.55.39.23,,,9/27/20 10:09:25 PM EDT,131.55.39.23,00:A0:21:0A:9A:EB,General Dynamics,Unknown,No
131.55.42.7,,,9/19/20 5:52:26 PM EDT,131.55.42.7,D4:3D:7E:E9:A0:D9,"Micro-Star Int'l Co, Ltd",Unknown,No
131.55.42.72,,,9/22/20 2:35:27 PM EDT,131.55.42.72,AC:DB:DA:50:2C:C6,"Shenzhen Geniatech Inc, Ltd",Unknown,No
131.55.42.90,,,8/19/20 1:33:36 PM EDT,131.55.42.90,AC:DB:DA:58:0B:15,"Shenzhen Geniatech Inc, Ltd",Unknown,No
131.55.6.34,,,9/29/20 4:10:29 PM EDT,131.55.6.34,04:2A:E2:7F:D1:00,"Cisco Systems, Inc",Unknown,No
131.55.90.1,,,8/18/20 6:19:57 PM EDT,131.55.90.1,00:00:5E:00:01:5A,USC INFORMATION SCIENCES INST,Unknown,No
131.55.90.14,XLWUL-0327ZR,AREA52,8/18/20 6:11:47 PM EDT,131.55.90.14,34:F3:9A:74:4F:B4,Intel Corporate,Windows,No
131.55.90.17,XLWUL-784753,,8/23/20 2:18:03 PM EDT,131.55.90.17,C0:33:5E:64:D8:11,Microsoft,Windows,No
131.55.90.19,,,9/22/20 10:05:11 PM EDT,131.55.90.19,34:F3:9A:76:86:AD,Intel Corporate,Unknown,No
131.55.90.20,XLWUT-80183653,AREA52,8/23/20 4:20:11 PM EDT,131.55.90.20,C0:33:5E:64:B8:DF,Microsoft,Windows,No
131.55.90.21,XLWUT-894584753,,8/18/20 12:18:48 PM EDT,131.55.90.21,C0:33:5E:64:DA:EF,Microsoft,Windows,No
131.55.90.27,XLWUT-897184753,AREA52,8/23/20 10:16:34 AM EDT,131.55.90.27,C0:33:5E:64:D8:77,Microsoft,Windows,No
131.55.90.33,XLWUL-583253,AREA52,9/22/20 6:01:22 AM EDT,131.55.90.33,F0:6E:0B:D4:C1:46,Microsoft Corporation,Unknown,No
131.55.90.9,XLWUT-75858475,,8/23/20 4:19:59 PM EDT,131.55.90.9,C0:33:5E:64:D8:7D,Microsoft,Windows,No
131.55.91.1,,,9/10/20 9:03:47 PM EDT,131.55.91.1,00:00:5E:00:01:5B,USC INFORMATION SCIENCES INST,Unknown,No
131.55.91.222,,,10/1/20 2:09:35 AM EDT,131.55.91.222,AC:1F:6B:A4:DD:7B,"Super Micro Computer, Inc.",Unknown,No
131.55.91.225,,,10/1/20 2:14:15 AM EDT,131.55.91.225,AC:1F:6B:AC:F5:31,"Super Micro Computer, Inc.",Unknown,No
131.55.91.4,,,10/1/20 2:09:30 AM EDT,131.55.91.4,44:48:C1:C5:36:0A,Hewlett Packard Enterprise,Linux,No
131.55.92.22,,,9/29/20 9:12:47 AM EDT,131.55.92.22,B8:8A:60:EE:9B:0C,Intel Corporate,Unknown,No
131.55.93.1,,,9/21/20 1:11:03 PM EDT,131.55.93.1,00:00:5E:00:01:5D,USC INFORMATION SCIENCES INST,Unknown,No
131.55.93.22,XLWUT-519484753,AREA52,8/19/20 2:12:58 PM EDT,131.55.93.22,C0:33:5E:64:DA:71,Microsoft,Unknown,No
131.55.94.14,,,9/25/20 10:04:15 AM EDT,131.55.94.14,C0:33:5E:64:D7:4F,Microsoft,Unknown,No
131.55.95.51,,,8/18/20 12:14:54 PM EDT,131.55.95.51,B8:8A:60:EE:9B:6B,Intel Corporate,Unknown,No
131.55.95.8,XLWUT-97183453,AREA52,8/18/20 4:15:42 PM EDT,131.55.95.8,C0:33:5E:64:B0:D9,Microsoft,Windows,No
131.55.96.56,XLWUT-183684753,AREA52,8/18/20 12:14:50 PM EDT,131.55.96.56,C0:33:5E:64:D9:FF,Microsoft,Windows,No
131.55.96.59,,,9/22/20 10:02:32 AM EDT,131.55.96.59,F8:34:41:66:73:71,Intel Corporate,Unknown,No
175782-ACW-01,175782-ACW-01,R01,9/30/20 10:00:57 AM EDT,131.55.101.23,F4:8E:38:D6:A4:69,Dell Inc.,Windows,No
175782-ACW-02,175782-ACW-02,R01,9/30/20 10:01:29 AM EDT,131.55.101.15,F4:8E:38:DA:BC:3C,Dell Inc.,Windows,No
175782-ENR-02,175782-ENR-02,R01,9/30/20 10:02:10 AM EDT,131.55.101.6,F4:8E:38:D6:AB:3B,Dell Inc.,Windows,No
175782-ENR-03,175782-ENR-03,R01,9/30/20 10:02:01 AM EDT,131.55.101.8,F4:8E:38:D6:98:5F,Dell Inc.,Windows,No
175782-ENR-04,175782-ENR-04,R01,9/30/20 10:00:26 AM EDT,131.55.101.9,D8:9E:F3:76:B6:81,Dell Inc.,Windows,No
52xlwu-es-301p.area52.afnoapps.usaf.mil,,,9/29/20 3:31:09 PM EDT,131.55.249.245,64:E1:7F:C9:6E:41,,Unknown,No
52XLWUW3-AFAS09,52XLWUW3-AFAS09,AFAS-IDS5,10/1/20 4:21:05 AM EDT,131.55.100.139,64:51:06:39:D3:6B,Hewlett Packard,Windows,No
52XLWUW3-AFAS14,52XLWUW3-AFAS14,,10/1/20 4:18:21 AM EDT,131.55.100.144,B4:B5:2F:DF:8A:D1,Hewlett Packard,Windows,No
52XLWUW3-AFAS16,52XLWUW3-AFAS16,,10/1/20 4:12:27 AM EDT,131.55.100.80,64:51:06:45:01:02,Hewlett Packard,Windows,No
52XLWUW3-AFAS17,52XLWUW3-AFAS17,,10/1/20 4:18:48 AM EDT,131.55.100.95,64:51:06:38:E9:89,Hewlett Packard,Windows,No
9C934EB3DBBF,,,9/29/20 3:01:34 PM EDT,131.55.106.25,9C:93:4E:B3:DB:BF,Xerox Corporation,Unknown,No
ACS20008,ACS20008,MAF,10/1/20 5:16:44 AM EDT,131.55.19.36,00:25:90:54:62:00,"Super Micro Computer, Inc.",Windows,No
B720n05B7F0,,,10/1/20 5:45:50 AM EDT,131.55.16.103,00:50:27:05:B7:F0,GENICOM CORPORATION,Unknown,No
CE00WX886XLT,CE00WX886XLT,,9/24/20 4:10:21 PM EDT,131.55.177.14,10:62:E5:F5:73:60,Hewlett Packard,Windows,No
Cepheid-0F06899,CEPHEID-0F06899,,10/1/20 5:40:17 AM EDT,131.55.16.132,A0:CE:C8:CB:9F:05,CE LINK LIMITED,Windows,No
DBEDL-CES173H,DBEDL-CES173H,AREA52,9/1/20 6:31:50 PM EDT,131.55.176.159,98:E7:F4:F7:80:28,Hewlett Packard,Windows,No
fnwzl-489011KBQ,FNWZL-489011KBQ,AREA52,10/1/20 4:34:18 AM EDT,131.55.138.163,30:E1:71:85:69:0F,Hewlett Packard,Windows,No
FTFAL-022D5N,FTFAL-022D5N,AREA52,8/28/20 6:33:25 AM EDT,131.55.136.140,30:E1:71:7D:6B:3B,Hewlett Packard,Windows,No
FTFAL-022FDY,FTFAL-022FDY,AREA52,9/8/20 3:14:58 PM EDT,131.55.136.123,30:E1:71:7D:F3:1A,Hewlett Packard,Windows,No
FTFAL-03280V,FTFAL-03280V,AREA52,8/28/20 10:37:42 AM EDT,131.55.136.124,30:E1:71:7F:AD:BD,Hewlett Packard,Windows,No
ftfal-3909vr.area52.afnoapps.usaf.mil,FTFAL-3909VR,AREA52,8/28/20 10:36:20 AM EDT,131.55.136.125,48:BA:4E:8E:9A:60,Hewlett Packard,Windows,No
FTFAL-491QFY,FTFAL-491QFY,AREA52,8/28/20 4:25:35 AM EDT,131.55.136.130,30:E1:71:82:51:80,Hewlett Packard,Windows,No
FTFAL-493XJH,FTFAL-493XJH,AREA52,8/28/20 10:37:34 AM EDT,131.55.136.132,30:E1:71:83:A6:55,Hewlett Packard,Windows,No
FTFAL-493ZDL,FTFAL-493ZDL,AREA52,8/28/20 2:34:31 PM EDT,131.55.136.88,30:E1:71:83:17:99,Hewlett Packard,Windows,No
FTFAL-TY0084,FTFAL-TY0084,AREA52,9/30/20 3:33:08 PM EDT,131.55.146.41,48:BA:4E:96:D7:B1,Hewlett Packard,Windows,No
FTFAL-TY07L4,FTFAL-TY07L4,AREA52,9/30/20 10:23:46 AM EDT,131.55.153.38,00:68:EB:60:EF:F6,HP Inc.,Unknown,No
FTFAL-TY07LB,FTFAL-TY07LB,AREA52,9/3/20 12:33:48 PM EDT,131.55.136.112,00:68:EB:61:5A:C2,HP Inc.,Windows,No
FTFAL-TY0973,FTFAL-TY0973,,8/20/20 12:35:41 PM EDT,131.55.136.151,00:68:EB:61:5A:7F,HP Inc.,Windows,No
FTFAL-TY39Z7,FTFAL-TY39Z7,AREA52,9/25/20 2:13:11 PM EDT,131.55.143.15,98:E7:F4:2A:39:B1,Hewlett Packard,Windows,No
FTFAL-TY3B1F,FTFAL-TY3B1F,AREA52,10/1/20 5:07:14 AM EDT,131.55.136.138,98:E7:F4:31:EC:E7,Hewlett Packard,Windows,No
FTFAL-TY3B1Z,FTFAL-TY3B1Z,AREA52,8/24/20 12:27:41 PM EDT,131.55.133.70,98:E7:F4:2A:E3:72,Hewlett Packard,Windows,No
FTFAL-TYN15,FTFAL-TYN15,AREA52,8/28/20 10:25:17 AM EDT,131.55.136.127,C8:D3:FF:78:94:4F,Hewlett Packard,Windows,No
FTFAW-181010D3,FTFAW-181010D3,AREA52,10/1/20 4:28:39 AM EDT,131.55.165.199,EC:B1:D7:5A:29:57,Hewlett Packard,Windows,No
FTFAW-181022D3,FTFAW-181022D3,AREA52,10/1/20 4:28:40 AM EDT,131.55.165.57,EC:B1:D7:57:7A:74,Hewlett Packard,Windows,No
MAHGL-ES16KG,MAHGL-ES16KG,AREA52,8/31/20 11:14:26 AM EDT,131.55.134.34,98:E7:F4:F6:EC:3B,Hewlett Packard,Windows,No
MAHGL-ES16MQ,MAHGL-ES16MQ,AREA52,8/22/20 6:10:49 PM EDT,131.55.134.62,98:E7:F4:F4:B5:05,Hewlett Packard,Windows,No
MAHGL-ES178K,MAHGL-ES178K,AREA52,8/25/20 5:18:10 PM EDT,131.55.134.36,98:E7:F4:F7:0C:CD,Hewlett Packard,Windows,No
minint-0k53qe3,,,9/29/20 10:10:41 AM EDT,131.55.135.137,84:2A:FD:C1:3A:72,,Unknown,No
minint-7ha0v28,MININT-7HA0V28,WORKGROUP,10/1/20 5:45:55 AM EDT,131.55.16.180,00:07:32:62:09:13,AAEON Technology Inc.,Windows,No
minint-8op4s3q,,,9/25/20 11:16:54 AM EDT,131.55.195.147,70:5A:0F:48:D8:7D,Hewlett Packard,Unknown,No
MININT-E43TN5K,,,8/18/20 11:29:06 AM EDT,131.55.24.41,5C:26:0A:71:7C:9F,Dell Inc.,Windows,No
minint-jm6pi23,,,9/25/20 2:16:37 PM EDT,131.55.133.61,30:E1:71:81:AA:33,Hewlett Packard,Unknown,No
minint-k2mkpm7,,,9/24/20 9:17:38 AM EDT,131.55.195.146,00:15:5D:C3:65:05,Microsoft Corporation,Unknown,No
minint-nm5kslp,,,9/15/20 8:06:48 AM EDT,131.55.195.18,70:5A:0F:48:D6:B9,Hewlett Packard,Unknown,No
minint-pajp903,XLWUW-421NWW,AREA52,9/18/20 11:24:12 AM EDT,131.55.136.109,EC:8E:B5:76:99:7D,Hewlett Packard,Unknown,No
MPLSL-FJ9L00D14,MPLSL-FJ9L00D14,AREA52,10/1/20 4:11:51 AM EDT,131.55.210.111,48:BA:4E:96:1F:52,Hewlett Packard,Windows,No
PHARM-DB-1616,USAFTYN1SVRRM,WORKGROUP,10/1/20 5:44:30 AM EDT,131.55.16.125,18:66:DA:5F:A5:49,Dell Inc.,Windows,No
RKMFT-703F1632,RKMFT-703F1632,AREA52,9/18/20 3:30:42 PM EDT,131.55.139.80,00:50:B6:6D:6E:F9,"GOOD WAY IND. CO., LTD.",Windows,No
SEP00EEABB7F87C,,,10/1/20 4:24:29 AM EDT,131.55.165.143,00:EE:AB:B7:F8:7C,"Cisco Systems, Inc",Linux,No
tyndall-b36270-1-ap22,,,10/1/20 4:06:10 AM EDT,131.55.209.63,B0:B8:67:CC:6A:F6,Hewlett Packard Enterprise,Linux,No
tyndall-b9310-1-ap10,,,10/1/20 5:13:33 AM EDT,131.55.136.78,9C:8C:D8:CE:6E:FA,Hewlett Packard Enterprise,Linux,No
Tyndall-b9310-1-ap2,,,10/1/20 5:13:31 AM EDT,131.55.136.33,9C:8C:D8:CE:6B:8A,Hewlett Packard Enterprise,Linux,No
tyndall-b9310-1-ap8,,,10/1/20 5:13:34 AM EDT,131.55.136.96,9C:8C:D8:CE:6F:8C,Hewlett Packard Enterprise,Linux,No
TYNMDGSGSV00503,TYNMDGSGSV00503,AREA52,10/1/20 5:15:04 AM EDT,131.55.19.6,00:15:5D:14:48:00,Microsoft Corporation,Windows,No
tynpacs_wcd1,TYNPACS_WCD1,WORKGROUP,10/1/20 5:15:00 AM EDT,131.55.19.42,F0:4D:A2:36:C7:BE,Dell Inc.,Windows,No
US-573F7AHE19R9,,,9/30/20 3:12:38 PM EDT,131.55.19.27,00:04:5F:71:E8:D3,"Evalue Technology, Inc.",Windows,No
USAFTYN3STN03,USAFTYN3STN03,WORKGROUP,10/1/20 5:45:15 AM EDT,131.55.16.109,18:66:DA:3B:3A:8F,Dell Inc.,Windows,No
USAFTYN3STN25,USAFTYN3STN25,WORKGROUP,10/1/20 5:48:07 AM EDT,131.55.16.114,18:66:DA:3B:84:0D,Dell Inc.,Windows,No
USAFTYNSTN66,USAFTYNSTN66,WORKGROUP,10/1/20 5:42:42 AM EDT,131.55.16.118,6C:2B:59:F2:39:F7,Dell Inc.,Windows,No
VLSBL-50-21L60.area52.afnoapps.usaf.mil,VLSBL-50-21L60,AREA52,9/9/20 12:46:56 PM EDT,131.55.135.107,30:E1:71:7A:B3:2D,Hewlett Packard,Windows,No
WIN-F8H18K502VT,WIN-F8H18K502VT,WORKGROUP,10/1/20 4:44:07 AM EDT,131.55.152.10,00:23:7D:EB:43:AC,Hewlett Packard,Windows,No
WWYKL-430G1W,WWYKL-430G1W,AREA52,9/24/20 3:21:03 PM EDT,131.55.134.65,98:E7:F4:27:6A:9B,Hewlett Packard,Windows,No
XLWU-AS-002V,XLWU-AS-002V,AREA52,10/1/20 5:16:01 AM EDT,131.55.248.45,00:15:5D:70:63:00,Microsoft Corporation,Windows,No
XLWU-AS-018P,XLWU-AS-018P,AREA52,10/1/20 2:02:57 AM EDT,131.55.20.15,00:21:9B:93:B2:5E,Dell Inc,Windows,No
xlwu-as-fmd9p,XLWU-AS-FMD9P,AREA52,9/14/20 6:06:49 PM EDT,131.55.178.59,DC:4A:3E:7D:12:65,Hewlett Packard,Windows,No
XLWUL-021Y32,XLWUL-021Y32,,9/30/20 11:16:33 AM EDT,131.55.143.124,30:E1:71:89:11:2D,Hewlett Packard,Windows,No
XLWUL-021Y42,XLWUL-021Y42,AREA52,9/23/20 12:18:02 PM EDT,131.55.146.61,98:E7:F4:30:0A:F3,Hewlett Packard,Windows,No
XLWUL-021Y4R,XLWUL-021Y4R,AREA52,10/1/20 5:36:42 AM EDT,131.55.111.19,30:E1:71:89:F2:21,Hewlett Packard,Windows,No
XLWUL-021Y5G,XLWUL-021Y5G,AREA52,8/24/20 10:48:26 AM EDT,131.55.139.39,30:E1:71:88:BE:BF,Hewlett Packard,Windows,No
XLWUL-021Y68,XLWUL-021Y68,AREA52,8/25/20 12:14:13 PM EDT,131.55.163.116,30:E1:71:88:AE:31,Hewlett Packard,Windows,No
XLWUL-021Y6K.area52.afnoapps.usaf.mil,XLWUL-021Y6K,AREA52,9/8/20 9:42:34 AM EDT,131.55.143.104,30:E1:71:88:CE:95,Hewlett Packard,Windows,No
XLWUL-021Y7C,XLWUL-021Y7C,AREA52,9/28/20 2:07:44 PM EDT,131.55.135.100,30:E1:71:89:73:A0,Hewlett Packard,Windows,No
XLWUL-021YNS,XLWUL-021YNS,,9/18/20 9:20:21 AM EDT,131.55.134.43,30:E1:71:89:83:D1,Hewlett Packard,Windows,No
XLWUL-021YNY,XLWUL-021YNY,AREA52,9/18/20 1:26:23 PM EDT,131.55.134.108,30:E1:71:88:0F:FE,Hewlett Packard,Windows,No
XLWUL-021YPZ.area52.afnoapps.usaf.mil,XLWUL-021YPZ,AREA52,9/9/20 11:06:21 AM EDT,131.55.135.91,30:E1:71:89:63:CC,Hewlett Packard,Windows,No
XLWUL-021YQ6,XLWUL-021YQ6,AREA52,9/23/20 6:16:45 PM EDT,131.55.143.69,30:E1:71:89:82:E7,Hewlett Packard,Windows,No
XLWUL-021YRQ,XLWUL-021YRQ,AREA52,10/1/20 4:34:23 AM EDT,131.55.138.74,30:E1:71:89:73:59,Hewlett Packard,Windows,No
XLWUL-021YT9,XLWUL-021YT9,AREA52,10/1/20 5:12:45 AM EDT,131.55.136.241,30:E1:71:88:EE:72,Hewlett Packard,Windows,No
XLWUL-021YTC,XLWUL-021YTC,AREA52,8/25/20 2:28:46 PM EDT,131.55.136.37,30:E1:71:88:BE:C8,Hewlett Packard,Windows,No
XLWUL-021YVK,XLWUL-021YVK,AREA52,10/1/20 3:10:23 AM EDT,131.55.143.35,30:E1:71:88:BE:73,Hewlett Packard,Windows,No
XLWUL-022D32,XLWUL-022D32,AREA52,9/10/20 8:44:15 AM EDT,131.55.136.219,30:E1:71:7E:00:3B,Hewlett Packard,Windows,No
XLWUL-022D4B,XLWUL-022D4B,AREA52,10/1/20 2:09:50 AM EDT,131.55.151.48,30:E1:71:7D:FD:D4,Hewlett Packard,Windows,No
XLWUL-022D55,XLWUL-022D55,AREA52,9/14/20 2:28:56 PM EDT,131.55.153.70,30:E1:71:7D:0F:2F,Hewlett Packard,Windows,No
XLWUL-022DNS,XLWUL-022DNS,AREA52,9/10/20 4:22:36 PM EDT,131.55.163.105,30:E1:71:89:87:90,Hewlett Packard,Windows,No
XLWUL-022DNW,XLWUL-022DNW,AREA52,10/1/20 5:14:05 AM EDT,131.55.136.63,30:E1:71:89:19:39,Hewlett Packard,Windows,No
XLWUL-022DP2,XLWUL-022DP2,AREA52,9/8/20 4:03:51 PM EDT,131.55.149.46,30:E1:71:89:86:54,Hewlett Packard,Windows,No
XLWUL-022DPV,XLWUL-022DPV,,9/17/20 3:48:44 PM EDT,131.55.137.104,30:E1:71:89:01:23,Hewlett Packard,Windows,No
XLWUL-022DV8,,,8/31/20 3:11:57 PM EDT,131.55.176.234,30:E1:71:89:33:87,Hewlett Packard,Unknown,No
XLWUL-022DVH,XLWUL-022DVH,AREA52,10/1/20 4:16:54 AM EDT,131.55.210.216,30:E1:71:89:C6:1C,Hewlett Packard,Windows,No
xlwul-022dxn,XLWUL-022DXN,AREA52,9/30/20 5:08:49 PM EDT,131.55.136.182,30:E1:71:7D:19:56,Hewlett Packard,Windows,No
XLWUL-022DY2,XLWUL-022DY2,WORKGROUP,9/30/20 3:28:06 PM EDT,131.55.137.138,30:E1:71:7D:F9:86,Hewlett Packard,Windows,No
XLWUL-022DYJ,XLWUL-022DYJ,WORKGROUP,8/27/20 10:26:04 AM EDT,131.55.112.39,30:E1:71:89:D7:B3,Hewlett Packard,Windows,No
XLWUL-022DYS,XLWUL-022DYS,AREA52,10/1/20 5:01:08 AM EDT,131.55.133.62,30:E1:71:89:76:BA,Hewlett Packard,Windows,No
XLWUL-022F0B,XLWUL-022F0B,AREA52,9/22/20 7:36:42 AM EDT,131.55.111.23,30:E1:71:7D:83:D9,Hewlett Packard,Windows,No
XLWUL-022F0D,XLWUL-022F0D,AREA52,10/1/20 12:15:38 AM EDT,131.55.210.17,30:E1:71:7D:59:BD,Hewlett Packard,Windows,No
XLWUL-022FD2,XLWUL-022FD2,AREA52,9/27/20 11:26:57 PM EDT,131.55.167.57,30:E1:71:7D:FB:70,Hewlett Packard,Windows,No
XLWUL-022FF5,XLWUL-022FF5,AREA52,9/9/20 11:17:24 AM EDT,131.55.152.16,30:E1:71:7D:95:A0,Hewlett Packard,Windows,No
XLWUL-022NDN,XLWUL-022NDN,AREA52,10/1/20 4:14:07 AM EDT,131.55.158.57,30:E1:71:7E:16:63,Hewlett Packard,Windows,No
XLWUL-022NFR,XLWUL-022NFR,,9/28/20 11:06:34 AM EDT,131.55.112.109,30:E1:71:7E:AE:A1,Hewlett Packard,Windows,No
XLWUL-022NG9,XLWUL-022NG9,AREA52,9/30/20 3:28:27 PM EDT,131.55.159.77,30:E1:71:88:09:72,Hewlett Packard,Windows,No
XLWUL-022VZP,XLWUL-022VZP,AREA52,9/29/20 3:27:27 PM EDT,131.55.159.25,40:B0:34:10:B6:20,Hewlett Packard,Windows,No
XLWUL-022W0S,XLWUL-022W0S,,8/17/20 10:30:35 AM EDT,131.55.112.18,40:B0:34:10:35:43,Hewlett Packard,Windows,No
XLWUL-022W11,XLWUL-022W11,,9/25/20 2:12:33 PM EDT,131.55.158.198,40:B0:34:10:86:37,Hewlett Packard,Windows,No
XLWUL-022W13,XLWUL-022W13,AREA52,9/10/20 10:15:04 PM EDT,131.55.158.61,40:B0:34:10:02:B4,Hewlett Packard,Windows,No
XLWUL-031KTZ,XLWUL-031KTZ,AREA52,9/30/20 4:28:56 PM EDT,131.55.112.51,C8:D3:FF:77:DF:25,Hewlett Packard,Windows,No
XLWUL-031KV7,XLWUL-031KV7,AREA52,9/30/20 4:28:46 PM EDT,131.55.112.53,30:E1:71:88:3F:46,Hewlett Packard,Windows,No
XLWUL-031KVJ,XLWUL-031KVJ,,9/18/20 10:17:33 AM EDT,131.55.158.11,30:E1:71:84:B2:A5,Hewlett Packard,Windows,No
XLWUL-031KWH,XLWUL-031KWH,AREA52,8/19/20 12:25:02 PM EDT,131.55.112.124,30:E1:71:83:62:7A,Hewlett Packard,Windows,No
XLWUL-031KWK,XLWUL-031KWK,AREA52,9/29/20 4:23:25 PM EDT,131.55.112.21,C8:D3:FF:6C:9E:ED,Hewlett Packard,Windows,No
XLWUL-031KY0,XLWUL-031KY0,AREA52,9/30/20 4:27:41 PM EDT,131.55.112.87,C8:D3:FF:78:7B:38,Hewlett Packard,Windows,No
XLWUL-0327RX,XLWUL-0327RX,AREA52,9/30/20 9:09:07 AM EDT,131.55.149.35,30:E1:71:80:15:88,Hewlett Packard,Windows,No
XLWUL-0327SY,XLWUL-0327SY,AREA52,8/28/20 4:26:29 PM EDT,131.55.167.52,30:E1:71:80:06:FB,Hewlett Packard,Windows,No
XLWUL-0327VK,XLWUL-0327VK,AREA52,9/30/20 4:16:06 PM EDT,131.55.167.56,30:E1:71:80:F5:1D,Hewlett Packard,Windows,No
XLWUL-0327ZM,XLWUL-0327ZM,AREA52,9/30/20 1:29:51 PM EDT,131.55.137.224,30:E1:71:7F:1F:3A,Hewlett Packard,Windows,No
XLWUL-03281C,XLWUL-03281C,,10/1/20 5:35:52 AM EDT,131.55.146.103,30:E1:71:7F:8D:87,Hewlett Packard,Windows,No
XLWUL-03281L,XLWUL-03281L,AREA52,9/30/20 9:06:18 AM EDT,131.55.149.108,30:E1:71:7F:CE:53,Hewlett Packard,Windows,No
XLWUL-03281N,XLWUL-03281N,AREA52,10/1/20 4:25:45 AM EDT,131.55.167.31,30:E1:71:7F:FC:D4,Hewlett Packard,Windows,No
xlwul-03282q.area52.afnoapps.usaf.mil,XLWUL-03282Q,,8/19/20 8:12:23 AM EDT,131.55.91.9,30:E1:71:81:85:14,Hewlett Packard,Windows,No
XLWUL-032832,XLWUL-032832,,9/24/20 8:41:05 PM EDT,131.55.138.11,30:E1:71:7E:29:2E,Hewlett Packard,Windows,No
XLWUL-03283M,XLWUL-03283M,AREA52,9/10/20 11:11:41 AM EDT,131.55.133.102,30:E1:71:7E:79:83,Hewlett Packard,Windows,No
XLWUL-032851,XLWUL-032851,AREA52,8/31/20 10:10:33 AM EDT,131.55.146.49,30:E1:71:81:76:65,Hewlett Packard,Windows,No
XLWUL-03285K,XLWUL-03285K,AREA52,9/4/20 10:25:57 PM EDT,131.55.165.65,30:E1:71:80:D4:A3,Hewlett Packard,Windows,No
XLWUL-03286P,XLWUL-03286P,AREA52,9/29/20 3:03:18 PM EDT,131.55.149.144,30:E1:71:80:B4:BD,Hewlett Packard,Windows,No
XLWUL-03286V,XLWUL-03286V,,9/2/20 3:15:16 PM EDT,131.55.146.53,30:E1:71:80:16:22,Hewlett Packard,Windows,No
XLWUL-0328LL,XLWUL-0328LL,AREA52,9/25/20 12:02:16 PM EDT,131.55.149.115,30:E1:71:81:72:19,Hewlett Packard,Windows,No
XLWUL-0328M1,XLWUL-0328M1,AREA52,9/17/20 3:10:48 PM EDT,131.55.151.36,30:E1:71:80:A6:5C,Hewlett Packard,Windows,No
XLWUL-05T1N2,XLWUL-05T1N2,AREA52,10/1/20 5:03:52 AM EDT,131.55.113.14,8C:EC:4B:F5:F9:0B,Dell Inc.,Windows,No
XLWUL-05TCG2,XLWUL-05TCG2,,9/24/20 1:05:10 PM EDT,131.55.137.69,54:E1:AD:67:F7:25,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
XLWUL-05TCXA,XLWUL-05TCXA,AREA52,9/30/20 2:49:45 PM EDT,131.55.157.40,54:E1:AD:67:F3:5C,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
XLWUL-05TD4T,XLWUL-05TD4T,AREA52,10/1/20 5:32:10 AM EDT,131.55.162.44,54:E1:AD:62:5C:25,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
xlwul-05tdfa.area52.afnoapps.usaf.mil,XLWUL-05TDFA,AREA52,9/11/20 4:14:32 PM EDT,131.55.234.11,54:E1:AD:69:16:EC,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
XLWUL-05TE32,XLWUL-05TE32,AREA52,9/25/20 11:06:09 AM EDT,131.55.137.217,54:E1:AD:62:5B:A3,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
XLWUL-05TE5T1,XLWUL-05TE5T1,AREA52,9/25/20 11:08:08 AM EDT,131.55.137.61,54:E1:AD:62:5E:49,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
XLWUL-05TE67,XLWUL-05TE67,AREA52,8/20/20 2:52:52 PM EDT,131.55.137.113,54:E1:AD:62:5C:EF,"LCFC(HeFei) Electronics Technology co., ltd",Windows,No
xlwul-05te67.area52.afnoapps.usaf.mil,XLWUT-79284753,AREA52,9/18/20 6:07:34 AM EDT,131.55.95.10,C0:33:5E:64:D4:0B,Microsoft,Unknown,No
